id,nombre,sector,email,emails_extra,telefono,contacto,direccion,sitio_web,lat,lon,prioridad,tamano,actividad,fuentes,ver_estado,ver_motivo,ver_fecha,ver_evidencia,notas
efddec10b205,A duo,Restaurante,,,,,,,4.6740604,-74.0529624,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
db234a6c2c09,A Seis Manos,Restaurante,,,+57 1 282 8441,,Calle 22 8-60,,4.6085214,-74.0713664,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
962b5a1595bd,A'pummarola,Restaurante,,,,,Carrera 82,,4.666568,-74.1255826,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
17274b6e678a,A.Z.V Encuadernación LTDA,Taller/Oficio (bookbinder),,,,,Calle 50 13-47,,4.6372713,-74.0661376,1,Micro/Pequeña,Taller/Oficio (bookbinder),base_v3,sin_verificar,,,,
7454b9dc7877,Abago Steak House,Comida rápida,,,,,,,4.7052538,-74.2321958,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
b74edfa348b3,Abel Pan,Panadería,,,,,Calle 129,,4.717011,-74.0655637,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
440249dc15d3,Aborigen,Restaurante,,,,,,,4.6012307,-74.0706589,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
97c9ed1878ad,Abya Yala,Restaurante,,,,,Calle 77,,4.6636789,-74.0580751,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
4f958c9470e5,Accion Medica,Clínica,,,,,Avenida Calle 72,,4.6889509,-74.0968585,1,Mediana,Clínica,base_v3,sin_verificar,,,,
7333d51cdf21,Aceites oil filtes's,Taller de carros,,,,,Avenida Calle 17 103a34,,4.674511,-74.1469804,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
5b0f104077b3,Acemar,Ferretería/Bricolaje,,,,,Avenida Calle 72,,4.6894593,-74.097556,1,Pequeña,Ferretería/Bricolaje,base_v3,sin_verificar,,,,
155a9648ce95,Aceros,Metalmecánica,,,,,Calle 37B Sur,,4.6112927,-74.139764,1,Micro/Pequeña,Metalmecánica,base_v3,sin_verificar,,,,
8da98c99c7b3,Aceros mapa,Ferretería,,,,,,,4.6113355,-74.096556,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
4526276a172e,Aceros Y Metales,Ferretería,,,,,Calle 37B Sur,,4.6114066,-74.1398288,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
6583a97f6715,Achala gourmet,Restaurante,,,,,,,4.6283643,-74.0779453,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
061647d21e00,Acme León,Ferretería,,,,,Avenida Primero de Mayo,,4.5867976,-74.1068042,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
07ad9358d8a2,Acontrol,Taller de carros,,,,,Calle 163,,4.7432035,-74.0459579,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
4350eeb5ac8f,Acuario,Panadería,,,,,,,4.5996113,-74.1983655,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
a9a18a1686b3,Acuarius RM,Restaurante,,,,,Carrera 85G,,4.6749235,-74.1206445,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
3a8f383e71f9,Adolfo,Taller de carros,,,,,,,4.5822647,-74.1287604,1,Micro/Pequeña,Taller de carros,base_v3,descartada,registro_cruzado_invalido,2026-08-18,"https://www.contraloria.gov.co/en/;https://www.adolfomotor.com/ — ""Adolfo"" es solo un nombre de pila sin negocio identificable en Bogotá; el correo adolfo.bernal@contraloria.gov.co pertenece al dominio institucional de la Cont",correo adolfo.bernal@contraloria.gov.co no pertenece (verificación 2026-08-18)
389b03e840f5,Adriano,Restaurante,,,,,,,4.6661261,-74.0477208,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
0ed56e7de208,Advanz,Taller/Oficio (printmaker),,,,,Carrera 69K,,4.6809288,-74.0918179,1,Micro/Pequeña,Taller/Oficio (printmaker),base_v3,sin_verificar,,,,
e9fe71cd4682,Aglocentro S.A.S.,Materiales de construcción,,,,,Avenida Calle 161,,4.741224,-74.0441402,1,Pequeña,Materiales de construcción,base_v3,sin_verificar,,,,
8857d364ee12,aglomaderas & triplez ltda,Carpintería,,,3108073030,,Avenida Calle 17 103B27,,4.6748696,-74.1478968,1,Micro/Pequeña,Carpintería,base_v3,sin_verificar,,,,
c3fe1a1ac14b,AGROFER,Ferretería,,,,,,,4.6151863,-74.141678,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
dda897809e2a,Aguifer,Ferretería,,,,,Avenida Carrera 86,,4.6996594,-74.1033896,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
18576cee7a48,Aguila Cagarreria Nachos,Restaurante,,,,,Transversal 85G,,4.6746833,-74.1223887,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
cb9d7f207a8f,Aguja Mágica,Lavandería en seco,,,,,Carrera 62,,4.7467839,-74.062619,1,Micro,Lavandería en seco,base_v3,sin_verificar,,,,
55e8037cace1,AirCenter,Taller/Oficio (hvac),,,,,Diagonal 25G 85C-45,,4.6758418,-74.1210735,1,Micro/Pequeña,Taller/Oficio (hvac),base_v3,sin_verificar,,,,
379740c21a91,Aja y tu qué!,Restaurante,,,,,,,4.6303229,-74.0647912,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
eaf0860db170,Ajisen Ramen,Restaurante,,,,,,,4.651092,-74.0586115,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
99803382cc0a,AKIKIRIKI,Restaurante,,,,,Carrera 13 22,,4.639394,-74.0650371,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
916db25e1a35,Al Agua Patos,Restaurante,,,,,,,4.6745891,-74.0484726,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
9d7813b42c8e,Al Alma,Restaurante,,,,,,,4.6757565,-74.047503,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
1ca4ae330f30,Ala Broaster,Comida rápida,,,,,Carrera 76,,4.690924,-74.0986493,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
b7edd0f78e35,Ala Burguer,Comida rápida,,,,,Calle 3,,4.6254217,-74.1335076,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
32c648043f6f,Alameda,Lavandería en seco,,,,,Calle 66A Sur,,4.5516145,-74.1390408,1,Micro,Lavandería en seco,base_v3,sin_verificar,,,,
28e8695d987d,Alarms y sondo,Taller de carros,,,,,Carrera 69B,,4.6128748,-74.137921,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
be07249ac6e0,Alcala I,Modistería,,,,,Calle 135,,4.7213337,-74.0527264,1,Micro/Pequeña,Modistería,base_v3,sin_verificar,,,,
34dd45adcfe2,Alcapan,Panadería,,,,,Calle 36 Sur,,4.6006794,-74.1272477,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
ac861efed25f,Alejandro,Restaurante,,,6015878750,,,,4.5773063,-74.2187254,1,Pequeña,Restaurante,base_v3,descartada,registro_cruzado_invalido,2026-08-18,"https://www1.funcionpublica.gov.co/web/sigep2/hdv/-/directorio/S1914060-0878-4/view;https://www.procuraduria.gov.co/portal/index.jsp?option=co.gov.pgn.portal.frontend.component.pagefactory.DependenciaComponentPageFactory&action=consultar_notificacion&total_results=937&max_results=500&first_result=0 — ""Alejandro"" no es un negocio identificable: es el nombre de pila de Alejandro Restrepo Carvajal, Procurador Judicial II de la Procuraduría General de la Nación ",correo arestrepoc@procuraduria.gov.co no pertenece (verificación 2026-08-18)
71b309e0fb0b,Alejo Gourmet,Restaurante,,,,,Calle 52,,4.6397164,-74.0677075,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
118b951e0c7f,Alelú,Restaurante,,,+57 1 7265465,,,,4.6754741,-74.0491392,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
2c847dead9e4,Alfa Vidrios,Taller/Oficio (window construction),,,,,Carrera 98 A,,4.6958322,-74.1214495,1,Micro/Pequeña,Taller/Oficio (window_construction),base_v3,sin_verificar,,,,
af88e6f6cae9,Alfred,Metalmecánica,,,,,Carrera 15 Este 48-49,,4.5341793,-74.0851177,1,Micro/Pequeña,Metalmecánica,base_v3,sin_verificar,,,,
8f92793a22b7,Algo Mas,Lavandería,,,,,Carrera 65,,4.7489467,-74.0641562,1,Micro/Pequeña,Lavandería,base_v3,sin_verificar,,,,
2abb24713578,Alimenta Food,Restaurante,,,,,,,4.65222,-74.0632004,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
91eb811b4950,Alipan,Panadería,,,,,,,4.6169326,-74.2089801,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
0424873f61bf,Alitas & Carnitas Authenticas,Restaurante,,,,,Calle 19 Sur,,4.5837422,-74.101686,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
4c025a6c6903,Alitas & Costillitas,Restaurante,,,,,Calle 136,,4.7205557,-74.0462946,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
b54c202d1246,Alitas Colombianas,Restaurante,,,,,Avenida Carrera 7,,4.6293107,-74.0650619,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
45f9887e5777,Allianz,Clínica,,,,,Avenida Carrera 19,,4.6880078,-74.0519977,1,Mediana,Clínica,base_v3,sin_verificar,,,,
bb61c55e3836,Almacen de Pinturas PintuStar,Pinturas,,,,,,,4.6927633,-74.1109671,1,Micro/Pequeña,Pinturas,base_v3,sin_verificar,,,,
045c3adfd794,Almacen y Taller ERC Motos,Taller de motos,,,+57 314 3883519,,Calle 63 104-56,,4.6961651,-74.1259934,1,Micro/Pequeña,Taller de motos,base_v3,sin_verificar,,,,
caae8af92df4,Almendro repostería artesanal,Panadería,,,,,,,4.6455064,-74.057506,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
c5afe41c74d7,Almenta,Carnicería,,,,,Carrera 79,,4.6204058,-74.1607304,1,Micro,Carnicería,base_v3,sin_verificar,,,,
c4997a433bb1,Almorzando Restaurante,Restaurante,,,,,Calle 155,,4.7323211,-74.0305452,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
e2d09bbf44e2,Almudobar,Restaurante,,,,,calle 47 14-24,,4.634616,-74.0676109,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
2dd607d4d10d,Almuerzos,Restaurante,,,,,Transversal 3D Este,,4.5465682,-74.0937974,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
38f0991d5647,Alos & Carbon,Restaurante,,,,,Avenida Carrera 5 Este,,4.7058005,-74.2216345,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
aa196e956c5b,Aluminios J.D.,Taller/Oficio (window construction),,,,,Avenida Calle 80,,4.7017384,-74.0988669,1,Micro/Pequeña,Taller/Oficio (window_construction),base_v3,sin_verificar,,,,
98c7853d5d22,Alumko,Taller/Oficio (window construction),,,,,Avenida Calle 161,,4.7413237,-74.0461759,1,Micro/Pequeña,Taller/Oficio (window_construction),base_v3,sin_verificar,,,,
495293c27497,Alumnios,Ferretería,,,,,Avenida Carrera 86,,4.6365664,-74.1604704,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
a7547468aeca,Alusol,Taller/Oficio (window construction),,,,,Calle 90,,4.7096739,-74.0938697,1,Micro/Pequeña,Taller/Oficio (window_construction),base_v3,sin_verificar,,,,
79114b5d86a1,Aluvicril,Taller/Oficio (window construction),,,,,Avenida Calle 161,,4.7383461,-74.0324372,1,Micro/Pequeña,Taller/Oficio (window_construction),base_v3,sin_verificar,,,,
21fed19ed806,Alvarez,Taller de carros,,,,,,,4.706663,-74.1003597,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
ec09a0c4a8a0,Amado Bocado,Restaurante,,,,,Avenida Carrera 13,,4.6153052,-74.0699388,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
42ba579a6ec0,Amanteles Comidas por Pedidos,Restaurante,,,,,,,4.714845,-74.0384733,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
45078bf222df,Amaranios,Restaurante,,,,,Carrera 82,,4.6643555,-74.1283265,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
376951841f59,Amaranta,Restaurante,,,,,,,4.7425391,-74.0577149,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
b1a4ba2ad5dc,Amarantto's,Restaurante,,,,,Calle 28,,4.6159444,-74.0704443,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
5bd2c6fc099d,Ambiente Gourmet,Restaurante,,,,,Calle 109,,4.6933531,-74.0468296,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
9cba836fa58f,Ambrosia Restaurante,Restaurante,,,,,Carrera 69,,4.6908274,-74.0757727,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
7b6ac0ad39eb,ambulante,Comida rápida,,,,,,,4.6193709,-74.0927538,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
d494d622f07c,American Broaster,Restaurante,,,,,,,4.6688587,-74.0802495,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
e4656da65e10,American Clean,Lavandería en seco,,,,,Carrera 71A,,4.6280883,-74.1337221,1,Micro,Lavandería en seco,base_v3,sin_verificar,,,,
5e5ffd0b3d79,American Steales,Carnicería,,,,,,,4.7152152,-74.2148242,1,Micro,Carnicería,base_v3,sin_verificar,,,,
5fc95e0675db,Americana,Restaurante,,,,,Carrera 9,,4.6566625,-74.056677,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
dd94fe694d4b,Americana de Carnes,Carnicería,,,,,,,4.6273883,-74.1322915,1,Micro,Carnicería,base_v3,sin_verificar,,,,
7304c72b3fd1,Americas Broaster & Asado,Restaurante,,,,,Avenida de las Américas 70A-71,,4.6293478,-74.1312866,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
84f12adcc7b2,Amigo Fiel,Restaurante,,,,,Carrera 59A,,4.7209117,-74.071028,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
e9c8e04fc943,Amimoto,Taller de carros,,,,,Avenida Carrera 86,,4.690273,-74.1086448,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
a265eb8c5d8a,Amor y Sazón,Restaurante,,,,,Calle 156,,4.7318471,-74.0253239,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
62e3e261f566,Amore Mio Pizza,Comida rápida,,,,,,,4.6741813,-74.0222334,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
31d1771fe91c,Ana Maria,Panadería,,,6015878750,,Calle 155,,4.7304968,-74.0261718,1,Micro/Pequeña,Panadería,base_v3,descartada,registro_cruzado_invalido,2026-08-18,"https://www1.funcionpublica.gov.co/web/sigep2/hdv/-/directorio/S815630-0878-4/view;https://apps.procuraduria.gov.co/portal/media/file/Notificaciones/24472_Radicado%20E-2025-290158.pdf — ""Ana Maria"" no es un negocio identificable de panadería: el correo amgomez@procuraduria.gov.co pertenece a Ana María Gómez Martínez, asesora de la Procuraduría ",correo amgomez@procuraduria.gov.co no pertenece (verificación 2026-08-18)
a1decc95ebe9,Ana Montes,Lavandería,,,,,,,4.7508638,-74.0506573,1,Micro/Pequeña,Lavandería,base_v3,sin_verificar,,,,
2a4f00921b92,Andale,Restaurante,,,,,Avenida Calle 72,,4.6921136,-74.1008659,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
85f5b2e4e305,Andaluza,Panadería,,,,,Carrera 4 Este,,4.5588217,-74.0905982,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
0b9b0edca6ff,Andamios,Taller/Oficio (scaffolder),,,,,Calle 129,,4.7168262,-74.066142,1,Micro/Pequeña,Taller/Oficio (scaffolder),base_v3,sin_verificar,,,,
328d82717621,Andamios 127,Ferretería,,,,,Calle 129,,4.716386,-74.0594241,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
b415e981fbc4,Andamios y Formaletas,Taller/Oficio (scaffolder),,,,,16A 05 sur Av Caracas,,4.5836602,-74.0986015,1,Micro/Pequeña,Taller/Oficio (scaffolder),base_v3,sin_verificar,,,,
4858aaca00cc,Andamios y Formaletas C.B.C,Taller/Oficio (scaffolder),,,,,Avenida Carrera 70,,4.6815363,-74.0930829,1,Micro/Pequeña,Taller/Oficio (scaffolder),base_v3,sin_verificar,,,,
7260772bee04,Andante,Panadería,,,,,,,4.612604,-74.067657,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
da551046fefe,Andante Ma,Restaurante,,,,,Carrera 3 92,,4.5959409,-74.0718627,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
8653cb25f5f2,Andante Ma Non Troppo,Restaurante,,,,,Carrera 24 (parkway) 39A-14,,4.6289415,-74.074929,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
6aa97f19eb40,Andina,Ferretería,,,,,Carrera 111A 152c,,4.756117,-74.0967882,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
df7081fe12e3,Andina Sanguichería,Restaurante,,,,,Calle 96 10-10,,4.679013,-74.0443758,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
63841021d959,Andre Afanador,Panadería,,,,,,,4.6002073,-74.193037,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
89d8a5d93829,andrius,Taller/Oficio (caterer),,,,,,,4.7329204,-74.0866199,1,Micro/Pequeña,Taller/Oficio (caterer),base_v3,sin_verificar,,,,
e4a1e7494374,Andrés Carne de Res,Restaurante,basesdedatos@andrescarnederes.com,contactenos@andrescarnederes.com,329298191,"""""",Calle 3 11A-56,https://www.andrescarnederes.com/,4.8539155,-74.0650928,1,Pequeña,Restaurante,base_v3,verificada,,2026-08-18,"https://www.andrescarnederes.com/detalle-entrada/71/poltica-de-tratamiento-de-datos-personales-para-la-compaa-inmaculada-guadalupe-y-amigos-s-a-s;https://www.andrescarnederes.com/contacto — Negocio real y activo hoy: tras un cierre preventivo de la SIC (ago 2024) por fallas eléctricas/de gas, tanto Andrés Carne de Res (Chía) como Andrés D.C. (Bogot",
e16351cf1610,Andrés Carne de Res Exprés,Restaurante,,,,,,,4.6778641,-74.0497072,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
d0b9976392ae,Andrés D.C.,Restaurante,,,,,Calle 82 12-21,,4.6660779,-74.0539686,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
177a0bb38178,Andrés Exprés,Restaurante,,,,,,,4.8062728,-74.0364723,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
0fc520556b0f,Andrés Leonardo Martínez,Ferretería,,,+57 310 5657152,,Carrera 105F,,4.7027714,-74.1231894,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
6132810443a8,Anfer,Ferretería,,,,,,,4.5389338,-74.1350119,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
9fb1a697a7a2,Angel,Taller de carros,,,,,Calle 17,,4.614136,-74.0880361,1,Micro/Pequeña,Taller de carros,base_v3,sin_verificar,,,,
c20d9a01fc55,Angeles,Restaurante,,,,,,,4.5905477,-74.1042342,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
164301e8bc1d,Angelino,Restaurante,,,,,Calle 79,,4.7197155,-74.1213561,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
eb5fc6fec08c,Angelito,Panadería,,,,,,,4.5938399,-74.2014845,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
dc171c42e9cd,Angelitos,Panadería,,,,,Carrera 68 D,,4.6045255,-74.1355183,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
ea6442bfb95b,Angie,Panadería,,,,,,,4.6036569,-74.1968199,1,Micro/Pequeña,Panadería,base_v3,descartada,registro_cruzado_invalido,2026-08-18,"https://www.facebook.com/panaderia.angie/;https://www.waze.com/live-map/directions/co/bogota/bogota/panaderia-angie?to=place.ChIJne3cHdSjP44RRg5B94wSg10 — ""Angie"" es solo un nombre de pila/genérico: existen varios negocios distintos y no relacionados llamados ""Angie"" en Bogotá (Panadería Angie en Cra. 3 Este #95 S",correo angie.villa@contraloria.gov.co no pertenece (verificación 2026-08-18)
b76b75a4f1b1,Ango Fisioterapia,Hospital,,,,,Calle 8 8-05,,4.7113635,-74.2294304,1,Grande,Hospital,base_v3,sin_verificar,,,,
9a1a3435d9ca,Angus,Restaurante,,,,,,,4.667741,-74.0539008,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
d166a7503a1e,Angust Carnes,Carnicería,,,,,Calle 1 S,,4.6210266,-74.1281008,1,Micro,Carnicería,base_v3,sin_verificar,,,,
b905e61fbb11,Antaño Caldas,Restaurante,,,,,,,4.6275833,-74.0659827,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
8e66d58abe40,Anthony's Pizza,Restaurante,,,,,Carrera 7,,4.5919181,-74.0790364,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
f114f27770c0,Antica,Restaurante,,,,,,,4.6513871,-74.0545383,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
75ec1d078d96,Antojillos,Restaurante,,,,,Calle 64G,,4.6948701,-74.1216539,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
e9904dbf1e71,Antonelly,Restaurante,,,,,,,4.6765211,-74.0521199,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
b919187a024f,Antíllana,Panadería,,,,,Carrera 46,,4.7225647,-74.0530414,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
7f56be7b1cd5,Aopevtco,Restaurante,,,,,,,4.6507218,-74.0545587,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
d8344bdee784,APACHES,Zapatería,,,,,,,4.7178332,-74.1118001,1,Micro/Pequeña,Zapatería,base_v3,sin_verificar,,,,
b73708e48f87,Aprissa pizza,Comida rápida,,,,,Carrera 8 45-22,,4.631849,-74.0648631,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
41929e36d1a6,Aprissa PIzza Niza,Restaurante,,,,,,,4.7066322,-74.0714374,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
3ad7c6c91ae9,Aqui Chapillas,Carpintería,,,,,Avenida Calle 72,,4.6902361,-74.0985988,1,Micro/Pequeña,Carpintería,base_v3,sin_verificar,,,,
bc15ee30c63e,Aqui Es Mi Pan,Panadería,,,,,Carrera 8,,4.5746847,-74.0927867,1,Micro/Pequeña,Panadería,base_v3,sin_verificar,,,,
36e14c847c8f,Aquí en Santa Fé,Restaurante,,,,,Carrera 7 62-61,,4.647555,-74.0600752,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
74a2aade2978,Aquí Perú,Restaurante,,,,,,,4.7059572,-74.2315815,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
da95afed5978,Aragon,Restaurante,,,,,Carrera 59B 131A-21,,4.7235671,-74.0705414,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
8ae9ac7c67e5,Araguana,Restaurante,,,,,Camellon de las Flores,,4.816514,-74.0982177,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
210435ba87de,Arakawa,Restaurante,,,,,,,4.643057,-74.0793935,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
10af1aa995d0,Arce Metalurgia,Metalmecánica,,,,,,,4.7505852,-74.0508833,1,Micro/Pequeña,Metalmecánica,base_v3,sin_verificar,,,,
eb15d94d8e56,Archie's,Restaurante,,,,,Calle 98,,4.687639,-74.073607,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
10ee5d114ac5,Archies,Restaurante,,,,,Calle 82 13-7,,4.6668712,-74.0550875,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
b0e1b3050539,Archila,Ferretería,,,,,Avenida Carrera 70,,4.6829096,-74.0921148,1,Micro/Pequeña,Ferretería,base_v3,sin_verificar,,,,
c943a231b2c0,Arco Iris,Restaurante,,,,,Calle 163A,,4.7433518,-74.0430773,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
86a248be0d55,Arcángel,Materiales de construcción,,,,,Carrera 45A,,4.72108,-74.0526881,1,Pequeña,Materiales de construcción,base_v3,sin_verificar,,,,
27075965230d,Arde La Brasa,Restaurante,,,,,Carrera 45A,,4.7137984,-74.0539136,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
f706910e104d,Ardiendo la Brasita,Comida rápida,,,314 309 81 10,,Carrera 11 Este,,4.5295664,-74.0916316,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
96ee3485bd78,arep'art,Restaurante,,,,,,,4.6406765,-74.0683607,1,Pequeña,Restaurante,base_v3,sin_verificar,,,,
affa93db86b7,Arepana's Ponit,Comida rápida,,,,,,,4.7054085,-74.2320567,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
2f766f021d66,Arepas,Comida rápida,,,,,,,4.5979871,-74.0688351,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
ec7b9e5c7966,Arepas & Burritos,Comida rápida,,,,,,,4.7176889,-74.2117929,1,Micro/Pequeña,Comida rápida,base_v3,sin_verificar,,,,
